0,cifar100_nl/img/train/zuLaSLzHKZ.png,cockroach
1,cifar100_nl/img/train/TIbrIzjlju.png,whale
2,cifar100_nl/img/train/bIbtjNbPvW.png,apple
3,cifar100_nl/img/train/vMsCEjUvde.png,seal
4,cifar100_nl/img/train/yyPVYpDWSd.png,sea
5,cifar100_nl/img/train/homfJrzXsv.png,train
6,cifar100_nl/img/train/NceUiWkklO.png,squirrel
7,cifar100_nl/img/train/reckzPTmCo.png,cockroach
8,cifar100_nl/img/train/uJYOuvNljv.png,tank
9,cifar100_nl/img/train/WLZUtEYTKH.png,wardrobe
10,cifar100_nl/img/train/IwuaXsICcp.png,worm
11,cifar100_nl/img/train/EcLxXBBfYU.png,tiger
12,cifar100_nl/img/train/azRHShaIpD.png,clock
13,cifar100_nl/img/train/umNfTGjiNz.png,possum
14,cifar100_nl/img/train/zzcNtqvECt.png,palm_tree
15,cifar100_nl/img/train/YSXyoqAWYN.png,couch
16,cifar100_nl/img/train/rFSbgezoum.png,orchid
17,cifar100_nl/img/train/IGsDLlvWEG.png,elephant
18,cifar100_nl/img/train/gzDCjnjiBq.png,bridge
19,cifar100_nl/img/train/nGeAohKpVk.png,bus
20,cifar100_nl/img/train/djxalMXhaR.png,skunk
21,cifar100_nl/img/train/icghNiSrWO.png,train
22,cifar100_nl/img/train/jVzPPnJUTl.png,girl
23,cifar100_nl/img/train/jQHkouZAtx.png,chair
24,cifar100_nl/img/train/XjkhBvSKHR.png,spider
25,cifar100_nl/img/train/rqXhrfHlUZ.png,otter
26,cifar100_nl/img/train/OvZaEXGKua.png,aquarium_fish
27,cifar100_nl/img/train/OghlNORdJu.png,aquarium_fish
28,cifar100_nl/img/train/HCiAAspqxt.png,seal
29,cifar100_nl/img/train/tlAjDtuSkP.png,maple_tree
30,cifar100_nl/img/train/XOVitEWocY.png,skyscraper
31,cifar100_nl/img/train/ZcKkEBWoEq.png,rabbit
32,cifar100_nl/img/train/CnCAybxBYf.png,orange
33,cifar100_nl/img/train/KiVUANzuFK.png,whale
34,cifar100_nl/img/train/YwYzFAGHLd.png,willow_tree
35,cifar100_nl/img/train/VmVxPpmmeV.png,butterfly
36,cifar100_nl/img/train/BsKdRfHzVA.png,bed
37,cifar100_nl/img/train/fROPDfDnMc.png,lobster
38,cifar100_nl/img/train/cljygsqsCm.png,ray
39,cifar100_nl/img/train/VRtaZdwhmX.png,lion
40,cifar100_nl/img/train/gvLQjuzuWj.png,sea
41,cifar100_nl/img/train/qLgNiDepaP.png,telephone
42,cifar100_nl/img/train/mVGzmytGzD.png,tiger
43,cifar100_nl/img/train/viNIsnzauF.png,possum
44,cifar100_nl/img/train/EhehnNfIwk.png,porcupine
45,cifar100_nl/img/train/rXLJLMLTGJ.png,rabbit
46,cifar100_nl/img/train/mAkTchMeHC.png,fox
47,cifar100_nl/img/train/LdeUazDNEu.png,fox
48,cifar100_nl/img/train/TRZBncWgms.png,chair
49,cifar100_nl/img/train/glyGZThFXV.png,tank
50,cifar100_nl/img/train/ecExglXnnG.png,shark
51,cifar100_nl/img/train/qBfZgkIBoW.png,couch
52,cifar100_nl/img/train/mkftShaArM.png,tiger
53,cifar100_nl/img/train/IBzIvCFDnJ.png,hamster
54,cifar100_nl/img/train/PnugUDeeBt.png,couch
55,cifar100_nl/img/train/zaIrVyQkuR.png,woman
56,cifar100_nl/img/train/XAKTKrwDbA.png,streetcar
57,cifar100_nl/img/train/zaawHkEONg.png,oak_tree
58,cifar100_nl/img/train/tyoZzDInWx.png,train
59,cifar100_nl/img/train/NdKQRkfqkA.png,pear
60,cifar100_nl/img/train/PZNIturIsr.png,can
61,cifar100_nl/img/train/FXoJYAyDBS.png,raccoon
62,cifar100_nl/img/train/CSLOzyiXJO.png,shark
63,cifar100_nl/img/train/RoOfHIhndr.png,rose
64,cifar100_nl/img/train/BOyRhRQooJ.png,pine_tree
65,cifar100_nl/img/train/nGMUEcuaRL.png,beetle
66,cifar100_nl/img/train/cGUCdTVlcn.png,boy
67,cifar100_nl/img/train/qYKMWvIEnq.png,shrew
68,cifar100_nl/img/train/MuRCBCejiQ.png,pear
69,cifar100_nl/img/train/HLQyphHgWb.png,otter
70,cifar100_nl/img/train/mWMTHKcawl.png,bottle
71,cifar100_nl/img/train/EgOMHoCMhe.png,house
72,cifar100_nl/img/train/DQcbpeVsoQ.png,table
73,cifar100_nl/img/train/pdmsGMfWeS.png,tulip
74,cifar100_nl/img/train/FPsmkZtMqC.png,cockroach
75,cifar100_nl/img/train/DpcJXIpBhQ.png,oak_tree
76,cifar100_nl/img/train/iwNuWjiYre.png,beaver
77,cifar100_nl/img/train/jSIPUosjmr.png,bridge
78,cifar100_nl/img/train/olSIRINJdA.png,cloud
79,cifar100_nl/img/train/phSCRYCrQz.png,tiger
80,cifar100_nl/img/train/fhiXKLDvDO.png,bottle
81,cifar100_nl/img/train/hcQVzaSwaB.png,plate
82,cifar100_nl/img/train/ViBozHkmnR.png,cloud
83,cifar100_nl/img/train/onhdPNuMuQ.png,kangaroo
84,cifar100_nl/img/train/qAkTalpeIr.png,lawn_mower
85,cifar100_nl/img/train/BANUAEjjPy.png,pine_tree
86,cifar100_nl/img/train/YxFzAJiyMc.png,spider
87,cifar100_nl/img/train/aQevMQtWTW.png,road
88,cifar100_nl/img/train/fnUlGpQMIi.png,beaver
89,cifar100_nl/img/train/FHepZtTBPL.png,caterpillar
90,cifar100_nl/img/train/SLMTsftasS.png,girl
91,cifar100_nl/img/train/aTjikbVUMh.png,telephone
92,cifar100_nl/img/train/NfeHkomeJQ.png,sweet_pepper
93,cifar100_nl/img/train/UyPLwQRuXU.png,sunflower
94,cifar100_nl/img/train/IiZoMtegRr.png,girl
95,cifar100_nl/img/train/rkKIpTCdCn.png,plain
96,cifar100_nl/img/train/xMDSzuhCRc.png,lamp
97,cifar100_nl/img/train/jzmpaZZNoD.png,house
